country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-04,-10.0,-2.0,21.0,-10.0,-20.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-05,7.0,8.0,34.0,-9.0,-59.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-06,-15.0,1.0,-15.0,-8.0,1.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-07,-15.0,-2.0,-13.0,-10.0,2.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-08,-17.0,-8.0,-29.0,-16.0,2.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-09,-12.0,-3.0,-24.0,-9.0,-1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-10,-9.0,1.0,-11.0,-13.0,4.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-11,-3.0,5.0,22.0,-7.0,-5.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-12,-12.0,3.0,-14.0,-11.0,0.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-13,-14.0,0.0,-15.0,-12.0,3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-14,-16.0,-4.0,-17.0,-11.0,3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-15,-12.0,-5.0,-23.0,-13.0,2.0,-3.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-16,-7.0,-1.0,-12.0,-5.0,-1.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-17,-7.0,1.0,-3.0,-10.0,4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-18,-4.0,1.0,12.0,-6.0,-7.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-19,-12.0,-1.0,-14.0,-11.0,-1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-20,-12.0,1.0,-11.0,-11.0,3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-21,-13.0,-1.0,-11.0,-9.0,4.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-22,-12.0,-4.0,-19.0,-12.0,2.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-23,-8.0,-1.0,-12.0,-5.0,-1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-24,-6.0,2.0,1.0,-9.0,4.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-25,-7.0,1.0,0.0,-8.0,-7.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-26,-13.0,1.0,-16.0,-12.0,0.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-27,-15.0,-1.0,-18.0,-13.0,4.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-28,-22.0,-11.0,-30.0,-12.0,3.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-29,-14.0,-5.0,-33.0,-10.0,1.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-04-30,6.0,12.0,18.0,-3.0,-31.0,5.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-01,-6.0,4.0,11.0,-11.0,-8.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-02,-4.0,3.0,17.0,-6.0,-7.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-03,-13.0,1.0,-19.0,-13.0,-2.0,2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-04,-13.0,3.0,-14.0,-13.0,3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-05,-17.0,0.0,-22.0,-13.0,3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-06,-11.0,0.0,-20.0,-13.0,3.0,-2.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-07,-6.0,4.0,-14.0,-3.0,0.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-08,-7.0,4.0,-15.0,-16.0,1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-09,-2.0,5.0,4.0,-12.0,-8.0,0.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-10,-11.0,6.0,-16.0,-12.0,-1.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-11,-13.0,9.0,-16.0,-13.0,3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-12,-17.0,14.0,-18.0,-14.0,3.0,1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-13,-17.0,9.0,-26.0,-18.0,1.0,-1.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-14,-16.0,10.0,-22.0,-17.0,-2.0,4.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-15,-29.0,19.0,-34.0,-44.0,-4.0,8.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-16,-36.0,2.0,-33.0,-50.0,-17.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-17,-35.0,10.0,-35.0,-40.0,-11.0,9.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-18,-38.0,4.0,-37.0,-47.0,-13.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-19,-44.0,0.0,-39.0,-51.0,-19.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-20,-43.0,2.0,-44.0,-56.0,-22.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-21,-46.0,-1.0,-44.0,-56.0,-24.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-22,-54.0,-9.0,-57.0,-68.0,-19.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-23,-55.0,-14.0,-53.0,-70.0,-30.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-24,-49.0,-7.0,-48.0,-57.0,-26.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-25,-46.0,-1.0,-43.0,-56.0,-24.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-26,-49.0,-6.0,-41.0,-56.0,-24.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-27,-48.0,-8.0,-49.0,-58.0,-25.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-28,-48.0,-5.0,-46.0,-57.0,-26.0,19.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-29,-55.0,-11.0,-61.0,-68.0,-18.0,19.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-30,-61.0,-23.0,-68.0,-73.0,-33.0,21.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-05-31,-51.0,-9.0,-57.0,-59.0,-27.0,19.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-01,-47.0,-4.0,-48.0,-57.0,-24.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-02,-48.0,-7.0,-45.0,-56.0,-23.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-03,-47.0,-7.0,-48.0,-58.0,-24.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-04,-49.0,-8.0,-52.0,-59.0,-25.0,20.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-05,-59.0,-18.0,-70.0,-71.0,-21.0,21.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-06,-59.0,-17.0,-67.0,-73.0,-33.0,21.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-07,-46.0,1.0,-48.0,-57.0,-25.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-08,-45.0,-2.0,-44.0,-56.0,-22.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-09,-46.0,-3.0,-43.0,-55.0,-22.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-10,-45.0,-4.0,-48.0,-57.0,-22.0,13.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-11,-44.0,-1.0,-44.0,-56.0,-24.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-12,-50.0,-8.0,-56.0,-66.0,-16.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-13,-48.0,-6.0,-47.0,-67.0,-26.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-14,-46.0,-7.0,-41.0,-67.0,-70.0,30.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-15,-48.0,-4.0,-43.0,-55.0,-22.0,16.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-16,-49.0,-9.0,-46.0,-55.0,-22.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-17,-45.0,-8.0,-48.0,-56.0,-22.0,13.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-18,-44.0,-4.0,-45.0,-56.0,-23.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-19,-50.0,-9.0,-56.0,-65.0,-14.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-20,-51.0,-11.0,-51.0,-67.0,-27.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-21,-48.0,-8.0,-50.0,-56.0,-25.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-22,-52.0,-18.0,-58.0,-58.0,-23.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-23,-48.0,-8.0,-51.0,-56.0,-22.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-24,-46.0,-10.0,-54.0,-56.0,-22.0,13.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-25,-46.0,-9.0,-50.0,-55.0,-23.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-26,-47.0,-4.0,-53.0,-62.0,-14.0,16.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-27,-49.0,-10.0,-49.0,-64.0,-25.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-28,-47.0,-8.0,-50.0,-54.0,-23.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-29,-46.0,-7.0,-48.0,-54.0,-20.0,16.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-06-30,-45.0,-5.0,-42.0,-52.0,-20.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-01,-43.0,-5.0,-46.0,-53.0,-20.0,12.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-02,-42.0,-2.0,-42.0,-52.0,-21.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-03,-45.0,-3.0,-50.0,-60.0,-12.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-04,-45.0,-4.0,-42.0,-61.0,-23.0,16.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-05,-41.0,3.0,-41.0,-50.0,-21.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-06,-42.0,-1.0,-43.0,-51.0,-18.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-07,-44.0,-4.0,-41.0,-50.0,-18.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-08,-41.0,-2.0,-44.0,-51.0,-19.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-09,-39.0,4.0,-40.0,-49.0,-20.0,16.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-10,-43.0,2.0,-47.0,-57.0,-11.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-11,-42.0,0.0,-38.0,-58.0,-21.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-12,-41.0,0.0,-40.0,-48.0,-20.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-13,-41.0,1.0,-39.0,-47.0,-17.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-14,-40.0,1.0,-36.0,-45.0,-16.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-15,-41.0,-4.0,-45.0,-47.0,-18.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-16,-38.0,1.0,-39.0,-46.0,-19.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-17,-40.0,1.0,-42.0,-54.0,-10.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-18,-39.0,1.0,-30.0,-53.0,-20.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-19,-40.0,-1.0,-38.0,-46.0,-19.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-20,-40.0,2.0,-38.0,-46.0,-16.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-21,-41.0,1.0,-42.0,-46.0,-16.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-22,-45.0,-9.0,-56.0,-52.0,-18.0,12.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-23,-45.0,-7.0,-54.0,-54.0,-20.0,18.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-24,-46.0,-6.0,-55.0,-61.0,-14.0,17.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-25,-40.0,0.0,-33.0,-54.0,-19.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-26,-37.0,0.0,-37.0,-45.0,-18.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-27,-34.0,3.0,-33.0,-41.0,-14.0,12.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-28,-38.0,-1.0,-34.0,-41.0,-14.0,12.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-29,-37.0,-5.0,-42.0,-43.0,-15.0,9.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-30,-36.0,-2.0,-39.0,-41.0,-17.0,13.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-07-31,-44.0,-7.0,-53.0,-53.0,-12.0,14.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-01,-40.0,-1.0,-43.0,-51.0,-23.0,13.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-02,-37.0,-1.0,-43.0,-41.0,-17.0,13.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-03,-35.0,-1.0,-40.0,-40.0,-13.0,12.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-04,-36.0,-2.0,-40.0,-38.0,-13.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-05,-36.0,-2.0,-49.0,-41.0,-15.0,9.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-06,-40.0,-7.0,-55.0,-42.0,-20.0,15.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-07,-45.0,-6.0,-68.0,-58.0,-22.0,16.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-08,-28.0,11.0,-35.0,-46.0,-19.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-09,-30.0,7.0,-35.0,-37.0,-16.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-10,-30.0,7.0,-33.0,-36.0,-12.0,10.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-11,-29.0,6.0,-29.0,-35.0,-11.0,10.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-12,-27.0,5.0,-34.0,-37.0,-12.0,6.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-13,-28.0,4.0,-33.0,-35.0,-15.0,11.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-14,-28.0,6.0,-35.0,-42.0,-9.0,9.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-15,-24.0,12.0,-14.0,-39.0,-17.0,8.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-16,-25.0,9.0,-26.0,-33.0,-14.0,9.0
TW,Taiwan,,,,,,ChIJL1cHXAbzbjQRaVScvwTwEec,2021-08-17,-26.0,8.0,-25.0,-33.0,-11.0,9.0
